"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
47,"technician","married","secondary",0,57,0,0,"cellular",5,"may",253,1,342,1,"success",0
40,"management","married","tertiary",0,-117,1,0,"cellular",17,"jul",770,2,-1,0,"unknown",0
36,"technician","divorced","secondary",0,666,1,1,"cellular",3,"apr",190,1,133,1,"other",0
28,"management","single","tertiary",0,0,1,0,"cellular",16,"jul",767,5,-1,0,"unknown",1
38,"technician","single","tertiary",0,25,1,0,"cellular",1,"jun",232,2,-1,0,"unknown",1
53,"entrepreneur","married","primary",0,1034,1,0,"cellular",19,"nov",854,2,170,3,"other",0
46,"blue-collar","single","secondary",0,324,1,0,"unknown",30,"may",293,6,-1,0,"unknown",0
54,"technician","married","secondary",0,0,0,0,"telephone",16,"nov",986,1,94,8,"failure",0
32,"management","married","tertiary",0,0,0,0,"cellular",19,"nov",66,1,-1,0,"unknown",0
55,"management","married","primary",0,621,0,1,"cellular",2,"feb",114,1,208,1,"failure",0
55,"retired","divorced","secondary",0,138,0,0,"cellular",17,"jul",205,1,-1,0,"unknown",0
56,"technician","married","secondary",0,4063,0,1,"telephone",28,"jul",31,4,-1,0,"unknown",0
40,"blue-collar","married","secondary",0,11084,0,0,"unknown",11,"jun",113,1,-1,0,"unknown",0
44,"technician","married","secondary",0,310,1,0,"cellular",6,"feb",200,1,253,1,"failure",0
32,"entrepreneur","married","unknown",0,73,1,0,"cellular",21,"nov",158,1,135,1,"failure",0
33,"management","married","tertiary",0,1808,1,0,"unknown",4,"jun",99,4,-1,0,"unknown",0
41,"unemployed","divorced","secondary",0,1281,0,0,"cellular",31,"jul",45,3,-1,0,"unknown",0
37,"technician","married","secondary",0,64,1,0,"cellular",12,"may",239,4,278,2,"other",0
58,"management","single","tertiary",0,2,1,0,"telephone",11,"may",168,3,-1,0,"unknown",0
52,"blue-collar","married","secondary",0,60,0,1,"cellular",26,"aug",196,2,-1,0,"unknown",0
49,"services","single","secondary",0,133,0,0,"unknown",11,"jun",319,6,-1,0,"unknown",0
44,"housemaid","married","primary",0,3706,0,0,"unknown",17,"jun",209,3,-1,0,"unknown",0
28,"admin.","single","unknown",0,174,0,0,"cellular",28,"sep",184,1,-1,0,"unknown",0
31,"technician","married","secondary",0,251,0,1,"cellular",29,"aug",156,2,-1,0,"unknown",0
37,"self-employed","married","secondary",0,4153,1,0,"cellular",31,"jul",35,16,-1,0,"unknown",0
30,"technician","single","tertiary",0,985,1,0,"cellular",19,"feb",88,2,-1,0,"unknown",0
28,"services","single","secondary",0,168,0,0,"cellular",1,"jun",347,3,140,2,"success",1
46,"services","married","secondary",0,1550,1,0,"cellular",16,"apr",126,2,149,8,"failure",0
47,"management","married","tertiary",0,7708,1,0,"cellular",21,"nov",157,5,-1,0,"unknown",0
35,"blue-collar","married","primary",0,-12,1,0,"unknown",12,"may",212,5,-1,0,"unknown",0
80,"management","married","primary",0,6483,0,0,"telephone",19,"oct",123,1,-1,0,"unknown",0
30,"technician","single","tertiary",0,60,1,1,"unknown",7,"may",306,5,-1,0,"unknown",0
55,"technician","single","secondary",0,3339,1,0,"unknown",2,"jun",63,1,-1,0,"unknown",0
22,"student","single","tertiary",0,1161,0,1,"cellular",16,"jun",119,1,-1,0,"unknown",0
33,"blue-collar","single","primary",0,599,1,0,"unknown",21,"may",29,1,-1,0,"unknown",0
53,"entrepreneur","married","unknown",0,28,0,0,"cellular",31,"jul",117,2,-1,0,"unknown",0
49,"management","married","tertiary",0,1430,0,0,"cellular",18,"nov",231,2,-1,0,"unknown",0
51,"retired","married","secondary",0,35,0,1,"cellular",8,"jul",123,4,-1,0,"unknown",0
41,"self-employed","married","tertiary",0,6000,1,0,"cellular",18,"nov",265,1,-1,0,"unknown",0
34,"technician","married","secondary",0,0,1,0,"cellular",15,"jul",144,1,-1,0,"unknown",0
36,"blue-collar","single","secondary",0,340,0,1,"unknown",16,"jun",559,3,-1,0,"unknown",0
35,"entrepreneur","married","tertiary",0,0,0,0,"cellular",5,"may",74,1,168,4,"failure",0
29,"services","married","secondary",0,3,1,0,"cellular",10,"jul",183,1,-1,0,"unknown",0
40,"technician","single","tertiary",0,445,1,0,"cellular",24,"jul",631,1,-1,0,"unknown",0
32,"management","divorced","tertiary",0,874,0,0,"cellular",12,"aug",1282,6,-1,0,"unknown",1
48,"blue-collar","married","secondary",0,705,0,0,"unknown",13,"may",108,2,-1,0,"unknown",0
59,"retired","married","unknown",0,1033,0,0,"unknown",11,"jun",1199,1,-1,0,"unknown",1
35,"self-employed","divorced","tertiary",0,1354,1,0,"unknown",23,"may",736,2,-1,0,"unknown",1
33,"technician","single","tertiary",0,123,0,0,"cellular",19,"aug",264,1,-1,0,"unknown",0
55,"retired","married","primary",0,8894,0,0,"unknown",11,"jun",262,1,-1,0,"unknown",0
41,"blue-collar","married","secondary",0,429,1,0,"unknown",13,"may",244,1,-1,0,"unknown",0
42,"housemaid","married","primary",0,14752,0,0,"unknown",19,"may",107,2,-1,0,"unknown",0
46,"blue-collar","married","primary",0,67,0,0,"unknown",24,"jun",9,1,-1,0,"unknown",0
35,"housemaid","divorced","secondary",0,39,0,0,"cellular",31,"jul",149,2,-1,0,"unknown",0
28,"technician","single","tertiary",0,102,0,0,"cellular",28,"jan",321,2,-1,0,"unknown",0
25,"student","single","secondary",0,1790,0,0,"cellular",17,"apr",224,1,322,3,"failure",0
56,"management","single","tertiary",0,15311,0,0,"cellular",29,"apr",157,6,-1,0,"unknown",0
30,"admin.","single","secondary",0,-635,0,0,"cellular",25,"jul",250,1,-1,0,"unknown",0
45,"blue-collar","married","secondary",0,115,0,0,"cellular",11,"aug",209,4,-1,0,"unknown",0
40,"management","married","tertiary",0,10786,0,0,"unknown",20,"jun",111,3,-1,0,"unknown",0
40,"blue-collar","married","secondary",0,498,1,0,"cellular",8,"may",55,2,298,4,"failure",0
39,"blue-collar","married","secondary",0,1045,1,1,"cellular",9,"jul",290,13,-1,0,"unknown",0
48,"entrepreneur","married","tertiary",0,810,0,0,"unknown",6,"jun",383,1,-1,0,"unknown",0
31,"technician","single","tertiary",0,-162,1,0,"cellular",18,"may",380,1,-1,0,"unknown",0
32,"management","married","tertiary",0,55,0,0,"cellular",2,"feb",124,3,-1,0,"unknown",0
34,"services","married","secondary",0,586,1,1,"unknown",8,"may",224,2,-1,0,"unknown",0
26,"technician","single","secondary",0,455,0,0,"cellular",29,"jan",240,1,182,8,"other",0
31,"management","married","tertiary",0,1010,1,0,"cellular",15,"may",385,3,364,9,"other",0
37,"management","single","tertiary",0,509,1,0,"cellular",6,"may",133,1,-1,0,"unknown",0
29,"student","single","unknown",0,2929,0,0,"cellular",11,"aug",91,1,-1,0,"unknown",0
57,"technician","married","secondary",0,3071,1,1,"cellular",7,"may",63,3,-1,0,"unknown",0
47,"management","single","tertiary",0,153,1,0,"cellular",18,"nov",192,2,-1,0,"unknown",0
38,"self-employed","single","secondary",0,1146,1,0,"unknown",21,"may",91,2,-1,0,"unknown",0
48,"blue-collar","married","primary",0,1092,0,1,"cellular",18,"nov",79,1,172,8,"failure",0
50,"management","married","tertiary",0,3463,0,1,"cellular",28,"oct",96,1,-1,0,"unknown",1
33,"admin.","married","secondary",0,1158,1,0,"cellular",20,"apr",25,2,-1,0,"unknown",0
28,"admin.","single","secondary",0,26,1,0,"cellular",7,"may",227,2,-1,0,"unknown",0
30,"services","single","secondary",0,566,0,0,"cellular",5,"feb",110,1,-1,0,"unknown",0
52,"technician","divorced","secondary",0,204,0,0,"cellular",7,"aug",134,2,-1,0,"unknown",0
36,"technician","married","secondary",0,480,0,0,"cellular",20,"oct",213,1,-1,0,"unknown",1
36,"technician","single","secondary",0,1855,1,0,"cellular",4,"feb",75,1,273,1,"failure",0
46,"services","married","secondary",0,1034,0,0,"cellular",8,"aug",109,2,-1,0,"unknown",0
57,"management","married","tertiary",0,3250,0,0,"cellular",20,"aug",162,3,-1,0,"unknown",0
28,"management","single","secondary",0,1633,0,0,"cellular",5,"jun",275,1,-1,0,"unknown",1
46,"services","married","secondary",0,0,1,0,"cellular",22,"jun",154,1,124,1,"other",0
55,"retired","married","primary",0,3334,0,0,"cellular",14,"aug",632,4,-1,0,"unknown",1
33,"management","married","tertiary",0,4020,1,1,"cellular",15,"apr",251,1,-1,0,"unknown",0
53,"management","married","secondary",0,66,0,1,"telephone",8,"jul",141,1,-1,0,"unknown",0
41,"technician","single","secondary",0,-41,1,1,"cellular",3,"apr",154,1,-1,0,"unknown",0
60,"blue-collar","married","secondary",0,322,1,0,"cellular",7,"may",63,1,-1,0,"unknown",0
35,"entrepreneur","married","primary",0,2643,0,1,"cellular",8,"jul",259,1,-1,0,"unknown",0
43,"blue-collar","divorced","primary",0,49,1,0,"unknown",9,"may",100,1,-1,0,"unknown",0
57,"admin.","divorced","primary",0,1,0,0,"unknown",15,"may",17,10,-1,0,"unknown",0
46,"admin.","married","secondary",0,3098,1,0,"telephone",21,"nov",192,9,-1,0,"unknown",0
31,"blue-collar","married","primary",0,352,1,0,"unknown",19,"may",97,9,-1,0,"unknown",0
53,"technician","married","secondary",0,65,0,0,"cellular",25,"aug",41,2,-1,0,"unknown",0
35,"blue-collar","married","secondary",0,1949,1,0,"unknown",2,"jun",200,3,-1,0,"unknown",0
32,"admin.","single","secondary",0,739,1,0,"cellular",20,"nov",91,3,-1,0,"unknown",0
48,"management","married","tertiary",0,1167,1,1,"cellular",1,"jun",264,1,-1,0,"unknown",1
50,"admin.","married","secondary",0,231,1,0,"cellular",21,"nov",397,2,-1,0,"unknown",0
40,"blue-collar","married","primary",0,1136,1,0,"unknown",21,"may",86,1,-1,0,"unknown",0
42,"entrepreneur","married","tertiary",0,233,0,0,"cellular",5,"feb",446,1,-1,0,"unknown",0
59,"admin.","married","secondary",0,817,0,0,"cellular",9,"apr",304,1,-1,0,"unknown",0
27,"blue-collar","single","primary",0,1128,1,0,"unknown",30,"jun",88,4,-1,0,"unknown",0
32,"management","single","tertiary",0,1831,1,0,"cellular",20,"apr",86,2,-1,0,"unknown",0
35,"technician","single","secondary",0,450,1,0,"cellular",13,"may",63,1,-1,0,"unknown",0
28,"services","married","secondary",0,0,1,0,"cellular",5,"may",335,2,281,8,"failure",0
37,"management","divorced","secondary",0,414,0,0,"cellular",29,"jan",293,2,162,4,"failure",0
57,"management","married","primary",0,1052,1,0,"unknown",13,"may",227,4,-1,0,"unknown",0
42,"admin.","single","secondary",0,1022,1,0,"unknown",5,"may",146,2,-1,0,"unknown",0
55,"admin.","married","primary",0,343,1,0,"cellular",14,"jul",276,3,-1,0,"unknown",0
52,"management","married","tertiary",0,1944,1,0,"cellular",15,"apr",238,3,323,2,"failure",0
26,"blue-collar","single","secondary",0,-32,1,1,"cellular",31,"jul",14,6,-1,0,"unknown",0
52,"technician","married","secondary",0,1781,1,0,"unknown",19,"may",144,2,-1,0,"unknown",0
26,"management","single","tertiary",0,350,0,0,"cellular",8,"jul",367,1,-1,0,"unknown",0
33,"unemployed","married","secondary",0,2,1,0,"cellular",16,"jul",132,1,-1,0,"unknown",0
24,"blue-collar","single","primary",0,111,1,1,"unknown",27,"may",42,4,-1,0,"unknown",0
37,"management","divorced","tertiary",0,168,1,0,"unknown",5,"jun",227,1,-1,0,"unknown",0
28,"technician","single","secondary",0,3,0,0,"telephone",18,"may",40,8,349,6,"failure",0
30,"technician","single","secondary",0,102,1,0,"unknown",7,"may",614,2,-1,0,"unknown",0
33,"blue-collar","married","primary",0,0,1,0,"unknown",15,"may",270,1,-1,0,"unknown",0
55,"unknown","married","primary",0,159,0,0,"unknown",4,"sep",15,1,-1,0,"unknown",0
33,"blue-collar","married","secondary",0,1134,1,0,"unknown",23,"may",304,2,-1,0,"unknown",0
42,"blue-collar","married","secondary",0,352,1,0,"cellular",11,"may",79,3,-1,0,"unknown",0
37,"management","married","tertiary",0,865,1,0,"cellular",3,"jun",101,1,-1,0,"unknown",0
59,"blue-collar","married","primary",0,179,1,0,"unknown",5,"may",55,3,-1,0,"unknown",0
27,"blue-collar","single","secondary",0,5,1,0,"unknown",19,"may",205,3,-1,0,"unknown",0
23,"student","married","tertiary",1,-230,1,0,"cellular",18,"may",259,2,-1,0,"unknown",0
51,"management","divorced","tertiary",0,0,0,0,"cellular",13,"aug",60,2,-1,0,"unknown",0
50,"blue-collar","married","primary",0,3924,1,0,"cellular",20,"apr",122,2,-1,0,"unknown",0
43,"technician","married","secondary",0,764,1,0,"cellular",14,"jul",557,5,-1,0,"unknown",0
37,"blue-collar","divorced","primary",0,511,1,0,"telephone",11,"may",42,1,-1,0,"unknown",0
34,"management","single","tertiary",0,4348,1,0,"cellular",28,"aug",373,8,-1,0,"unknown",0
41,"management","married","tertiary",0,3016,1,0,"cellular",14,"jul",80,3,-1,0,"unknown",0
26,"student","single","secondary",0,279,0,0,"cellular",7,"may",239,3,-1,0,"unknown",0
49,"management","divorced","tertiary",0,1405,0,0,"unknown",8,"jun",29,1,-1,0,"unknown",0
29,"blue-collar","single","secondary",0,908,1,0,"unknown",20,"jun",1663,1,-1,0,"unknown",1
30,"management","single","tertiary",0,162,1,0,"unknown",20,"may",186,4,-1,0,"unknown",0
38,"services","divorced","secondary",0,792,0,0,"unknown",6,"jun",430,1,-1,0,"unknown",0
58,"management","married","secondary",0,111,0,0,"telephone",24,"mar",58,2,-1,0,"unknown",0
34,"student","single","unknown",0,1281,0,0,"cellular",25,"aug",279,1,117,1,"failure",0
53,"services","divorced","unknown",0,1012,1,0,"cellular",28,"jul",332,2,-1,0,"unknown",0
50,"management","married","tertiary",0,2881,0,0,"cellular",5,"aug",510,2,2,5,"other",0
30,"blue-collar","single","secondary",0,445,1,0,"cellular",16,"apr",218,1,330,2,"failure",0
40,"management","married","secondary",0,643,1,0,"cellular",17,"apr",74,2,256,1,"failure",0
57,"housemaid","single","secondary",0,254,0,0,"cellular",8,"oct",676,1,-1,0,"unknown",0
40,"management","married","tertiary",0,-1212,1,0,"cellular",15,"may",1259,2,333,18,"failure",0
41,"technician","married","secondary",0,2125,1,1,"cellular",21,"nov",285,3,116,4,"failure",0
53,"technician","divorced","unknown",0,629,1,0,"cellular",8,"may",298,1,-1,0,"unknown",0
48,"blue-collar","married","secondary",0,-202,1,1,"cellular",30,"jul",225,4,-1,0,"unknown",0
32,"technician","single","secondary",0,271,1,0,"cellular",13,"may",80,2,268,2,"other",0
34,"management","married","tertiary",0,703,1,0,"cellular",14,"apr",342,1,-1,0,"unknown",1
46,"blue-collar","married","secondary",0,-216,1,0,"cellular",28,"jul",404,3,-1,0,"unknown",0
45,"services","divorced","secondary",0,88,0,1,"cellular",7,"jul",332,1,-1,0,"unknown",0
51,"admin.","single","tertiary",0,16,1,0,"cellular",30,"jan",158,1,-1,0,"unknown",0
31,"management","married","secondary",0,466,1,0,"cellular",14,"may",164,1,-1,0,"unknown",0
47,"technician","married","secondary",0,-75,1,0,"cellular",4,"feb",57,1,247,1,"other",0
32,"blue-collar","married","secondary",0,456,0,0,"cellular",12,"may",121,1,-1,0,"unknown",0
41,"technician","married","secondary",0,77,1,0,"cellular",7,"may",56,1,-1,0,"unknown",0
37,"services","single","secondary",0,-244,0,0,"unknown",3,"jul",178,1,-1,0,"unknown",0
27,"blue-collar","single","primary",0,1209,0,0,"cellular",29,"jan",283,1,-1,0,"unknown",0
27,"services","married","secondary",0,58,1,0,"cellular",7,"may",113,1,337,2,"other",0
50,"management","married","secondary",1,421,0,0,"cellular",20,"nov",22,5,-1,0,"unknown",0
31,"management","single","tertiary",0,112,1,0,"cellular",2,"feb",159,2,271,1,"failure",0
40,"self-employed","married","tertiary",0,13669,0,0,"cellular",15,"oct",138,1,136,8,"other",0
43,"management","married","tertiary",0,1429,1,0,"cellular",19,"nov",1015,1,198,2,"other",1
39,"technician","married","tertiary",0,794,0,0,"telephone",2,"feb",182,1,-1,0,"unknown",0
31,"entrepreneur","single","tertiary",0,1957,0,0,"cellular",4,"feb",112,3,-1,0,"unknown",0
48,"technician","married","secondary",0,454,1,0,"cellular",10,"jul",114,1,-1,0,"unknown",0
32,"blue-collar","single","primary",0,882,0,1,"cellular",29,"jul",80,8,-1,0,"unknown",0
47,"unemployed","married","primary",0,168,1,0,"telephone",30,"jan",66,1,241,1,"other",0
35,"management","single","tertiary",0,714,1,0,"cellular",26,"aug",135,22,-1,0,"unknown",0
42,"management","single","tertiary",0,0,0,0,"cellular",7,"sep",99,1,-1,0,"unknown",0
47,"blue-collar","married","secondary",0,1996,0,0,"unknown",5,"jun",761,2,-1,0,"unknown",1
59,"retired","married","secondary",0,163,0,0,"cellular",24,"jul",464,1,-1,0,"unknown",0
38,"admin.","married","secondary",0,3190,1,0,"unknown",20,"jun",20,2,-1,0,"unknown",0
50,"unemployed","married","secondary",0,1772,0,0,"cellular",29,"jul",206,4,-1,0,"unknown",0
27,"services","single","secondary",0,-151,0,0,"cellular",8,"jul",283,2,-1,0,"unknown",0
55,"housemaid","married","primary",0,16,0,0,"unknown",20,"jun",64,1,-1,0,"unknown",0
39,"services","single","secondary",0,7066,1,0,"cellular",15,"may",667,3,357,3,"other",1
31,"technician","single","tertiary",0,454,0,0,"cellular",4,"feb",73,3,-1,0,"unknown",0
37,"entrepreneur","married","tertiary",0,4798,1,0,"unknown",20,"may",156,2,-1,0,"unknown",0
28,"technician","single","secondary",1,-298,1,0,"unknown",3,"jun",559,7,-1,0,"unknown",0
42,"technician","married","secondary",0,439,0,0,"cellular",20,"aug",143,2,-1,0,"unknown",0
40,"services","divorced","secondary",0,1927,1,0,"unknown",15,"may",62,1,-1,0,"unknown",0
59,"management","single","secondary",0,671,1,1,"cellular",29,"jan",219,2,259,5,"failure",0
40,"services","single","secondary",0,65,1,0,"cellular",15,"may",15,3,-1,0,"unknown",0
43,"technician","married","secondary",0,-932,1,0,"cellular",16,"apr",567,1,-1,0,"unknown",0
38,"technician","single","secondary",0,4366,1,0,"cellular",29,"jul",188,2,-1,0,"unknown",0
54,"retired","married","primary",0,0,1,0,"cellular",11,"jul",159,2,-1,0,"unknown",0
41,"blue-collar","married","secondary",0,4900,1,0,"telephone",31,"jul",121,2,-1,0,"unknown",0
55,"housemaid","divorced","primary",0,976,0,0,"cellular",28,"jun",345,1,94,3,"other",1
33,"management","married","tertiary",0,148,0,0,"unknown",20,"may",717,1,-1,0,"unknown",0
46,"blue-collar","married","secondary",0,5,0,0,"cellular",18,"aug",71,3,-1,0,"unknown",0
36,"management","married","secondary",0,-148,0,0,"cellular",18,"nov",144,2,-1,0,"unknown",0
48,"technician","divorced","tertiary",0,113,0,1,"cellular",22,"jul",38,1,-1,0,"unknown",0
42,"management","married","secondary",0,-105,1,0,"cellular",28,"aug",60,2,-1,0,"unknown",0
46,"management","divorced","tertiary",0,624,0,0,"cellular",17,"sep",336,2,183,2,"success",1
49,"technician","married","secondary",1,-1680,1,1,"unknown",27,"jun",92,4,-1,0,"unknown",0
36,"blue-collar","married","secondary",0,-461,0,0,"cellular",11,"may",254,2,353,1,"failure",0
34,"technician","single","tertiary",0,144,1,1,"cellular",14,"oct",104,1,85,19,"failure",0
51,"entrepreneur","divorced","tertiary",0,4,1,1,"cellular",20,"apr",74,5,-1,0,"unknown",0
58,"blue-collar","married","primary",0,309,0,0,"cellular",19,"aug",156,2,-1,0,"unknown",0
48,"management","married","tertiary",0,866,0,0,"cellular",29,"jan",146,2,-1,0,"unknown",0
41,"admin.","single","secondary",0,1020,1,0,"unknown",19,"may",882,1,-1,0,"unknown",1
49,"self-employed","married","primary",0,489,1,0,"unknown",27,"may",84,4,-1,0,"unknown",0
43,"management","married","primary",0,8167,1,0,"unknown",19,"may",114,2,-1,0,"unknown",0
32,"blue-collar","single","secondary",0,-255,0,1,"unknown",2,"jul",957,3,-1,0,"unknown",0
54,"retired","married","secondary",0,3671,0,0,"unknown",11,"jun",67,3,-1,0,"unknown",0
33,"blue-collar","divorced","primary",0,636,1,0,"cellular",9,"jul",211,11,-1,0,"unknown",0
35,"technician","married","secondary",0,141,1,0,"cellular",19,"aug",299,2,-1,0,"unknown",0
56,"technician","married","secondary",0,150,1,1,"cellular",11,"may",102,6,349,1,"failure",0
57,"technician","married","secondary",0,839,0,1,"unknown",5,"may",225,1,-1,0,"unknown",0
31,"housemaid","single","primary",0,26965,0,0,"cellular",21,"apr",654,2,-1,0,"unknown",1
33,"technician","single","secondary",0,716,1,0,"cellular",14,"may",234,2,-1,0,"unknown",0
29,"technician","single","tertiary",0,2485,0,0,"telephone",24,"jul",48,6,-1,0,"unknown",0
38,"management","single","tertiary",0,15030,1,0,"cellular",13,"may",167,1,174,7,"other",0
37,"admin.","married","secondary",0,11303,0,0,"cellular",26,"may",500,2,-1,0,"unknown",0
33,"entrepreneur","married","tertiary",0,595,0,0,"cellular",7,"aug",22,2,-1,0,"unknown",0
30,"management","single","tertiary",0,19358,0,0,"cellular",19,"nov",258,2,-1,0,"unknown",0
31,"self-employed","single","secondary",0,203,0,1,"cellular",19,"nov",177,1,-1,0,"unknown",0
28,"technician","single","tertiary",0,183,1,1,"unknown",28,"may",62,2,-1,0,"unknown",0
26,"admin.","single","secondary",0,255,0,0,"cellular",30,"apr",457,1,80,1,"success",1
31,"technician","single","secondary",0,102,1,0,"telephone",17,"apr",460,2,345,2,"failure",0
50,"housemaid","divorced","primary",0,94,1,0,"cellular",22,"jul",184,4,-1,0,"unknown",0
45,"entrepreneur","married","primary",0,58,1,0,"telephone",13,"may",119,3,371,3,"failure",0
48,"management","married","primary",0,606,0,0,"cellular",5,"mar",77,6,-1,0,"unknown",0
41,"technician","married","secondary",0,0,0,1,"cellular",23,"jul",107,1,-1,0,"unknown",0
60,"technician","married","primary",0,65,1,0,"unknown",9,"may",1028,2,-1,0,"unknown",1
41,"blue-collar","married","secondary",0,338,1,0,"unknown",14,"may",87,1,-1,0,"unknown",0
43,"blue-collar","married","primary",0,757,1,0,"unknown",9,"may",315,4,-1,0,"unknown",0
36,"management","married","tertiary",0,9269,1,1,"cellular",19,"nov",107,2,-1,0,"unknown",0
40,"blue-collar","married","primary",0,1206,0,1,"telephone",16,"jul",201,5,-1,0,"unknown",0
28,"management","single","tertiary",0,882,0,1,"cellular",29,"jan",94,1,205,2,"failure",0
27,"student","single","tertiary",0,5291,0,0,"cellular",12,"nov",192,2,92,2,"failure",1
49,"management","single","secondary",0,61,1,0,"cellular",29,"jan",185,2,246,1,"failure",0
37,"technician","married","tertiary",0,0,1,0,"cellular",17,"nov",77,1,-1,0,"unknown",0
31,"blue-collar","married","secondary",0,1407,1,0,"cellular",6,"may",142,3,-1,0,"unknown",0
31,"technician","single","secondary",1,25,0,0,"cellular",2,"feb",381,1,-1,0,"unknown",0
31,"blue-collar","married","secondary",0,1354,1,1,"cellular",17,"nov",222,2,-1,0,"unknown",0
35,"blue-collar","married","primary",0,793,1,0,"cellular",17,"apr",106,1,-1,0,"unknown",0
51,"blue-collar","divorced","unknown",0,10287,1,0,"unknown",29,"may",117,1,-1,0,"unknown",0
33,"technician","single","secondary",0,5235,0,0,"cellular",7,"aug",67,3,-1,0,"unknown",0
30,"technician","single","tertiary",0,3,1,0,"cellular",6,"may",45,2,169,2,"failure",0
58,"technician","single","secondary",0,409,0,1,"cellular",14,"jul",643,2,-1,0,"unknown",0
34,"admin.","married","tertiary",0,35,1,0,"cellular",15,"oct",76,1,69,2,"failure",0
45,"management","married","tertiary",0,-459,0,0,"cellular",21,"aug",508,6,-1,0,"unknown",0
28,"services","single","secondary",0,198,0,0,"cellular",5,"jul",128,2,-1,0,"unknown",1
31,"blue-collar","married","primary",0,99,1,0,"cellular",17,"apr",193,2,322,1,"other",0
40,"management","married","tertiary",0,60,0,0,"unknown",16,"jun",172,6,-1,0,"unknown",0
30,"services","single","secondary",0,3485,0,0,"cellular",2,"feb",142,2,-1,0,"unknown",0
34,"entrepreneur","married","secondary",0,-139,1,1,"unknown",27,"may",492,2,-1,0,"unknown",0
40,"blue-collar","married","secondary",0,952,0,1,"unknown",12,"jun",140,1,-1,0,"unknown",0
59,"retired","married","primary",0,1427,0,0,"unknown",18,"jun",140,2,-1,0,"unknown",0
43,"technician","single","tertiary",0,1017,1,0,"unknown",19,"may",257,2,-1,0,"unknown",0
41,"management","married","tertiary",0,-29,0,0,"cellular",29,"jan",41,2,266,2,"failure",0
33,"technician","divorced","secondary",0,9,0,0,"cellular",21,"aug",91,2,-1,0,"unknown",0
33,"management","married","secondary",0,4040,1,0,"cellular",20,"apr",132,2,-1,0,"unknown",0
36,"blue-collar","married","secondary",0,13,0,0,"unknown",3,"jun",284,1,-1,0,"unknown",0
32,"self-employed","single","secondary",0,1259,0,0,"cellular",25,"jul",184,2,-1,0,"unknown",0
25,"admin.","married","secondary",0,18,1,0,"cellular",18,"jul",225,1,-1,0,"unknown",0
25,"blue-collar","married","secondary",0,-76,1,0,"unknown",12,"may",241,3,-1,0,"unknown",0
38,"technician","single","tertiary",0,221,0,0,"cellular",20,"aug",79,3,-1,0,"unknown",0
34,"management","married","tertiary",0,136,1,0,"cellular",22,"apr",156,1,-1,0,"unknown",0
67,"blue-collar","married","secondary",0,16353,0,0,"cellular",27,"oct",223,2,-1,0,"unknown",0
32,"blue-collar","married","secondary",0,-63,1,0,"unknown",30,"may",198,1,-1,0,"unknown",0
45,"housemaid","married","primary",0,7353,0,0,"cellular",13,"aug",536,2,-1,0,"unknown",0
33,"blue-collar","married","primary",0,511,1,0,"unknown",21,"may",304,2,-1,0,"unknown",0
38,"admin.","married","primary",0,3913,1,0,"cellular",20,"apr",196,2,315,2,"failure",0
32,"technician","divorced","secondary",0,1097,1,0,"unknown",12,"may",298,2,-1,0,"unknown",0
54,"retired","divorced","tertiary",0,6102,1,1,"unknown",21,"may",86,6,-1,0,"unknown",0
51,"admin.","divorced","secondary",0,340,1,0,"unknown",8,"may",186,1,-1,0,"unknown",0
42,"blue-collar","married","primary",0,-119,1,0,"cellular",22,"jul",167,3,-1,0,"unknown",0
41,"admin.","married","secondary",0,2993,1,0,"cellular",22,"jul",24,12,-1,0,"unknown",0
39,"management","divorced","tertiary",0,3575,0,1,"cellular",18,"aug",74,3,-1,0,"unknown",0
38,"blue-collar","married","secondary",0,361,1,0,"unknown",11,"jun",601,1,-1,0,"unknown",0
39,"management","married","secondary",0,1072,1,0,"unknown",27,"may",1168,2,-1,0,"unknown",0
46,"blue-collar","married","primary",0,2904,0,0,"cellular",20,"apr",277,2,-1,0,"unknown",0
50,"entrepreneur","divorced","tertiary",0,1790,0,1,"cellular",6,"feb",748,3,-1,0,"unknown",0
33,"blue-collar","married","secondary",0,86,1,0,"unknown",19,"may",364,1,-1,0,"unknown",0
37,"technician","married","secondary",0,1633,1,0,"unknown",19,"may",229,3,-1,0,"unknown",0
31,"management","married","tertiary",0,8312,0,0,"cellular",29,"aug",43,13,-1,0,"unknown",0
34,"blue-collar","divorced","unknown",0,172,0,0,"cellular",15,"jun",177,1,-1,0,"unknown",1
34,"management","married","tertiary",0,0,1,0,"cellular",7,"aug",262,1,99,2,"success",1
36,"management","married","tertiary",0,222,1,0,"cellular",6,"may",317,1,169,2,"failure",0
40,"technician","married","secondary",0,109,0,0,"unknown",20,"jun",402,22,-1,0,"unknown",0
40,"blue-collar","married","secondary",0,1451,0,0,"cellular",1,"jun",314,1,-1,0,"unknown",1
41,"technician","married","secondary",0,1066,0,0,"cellular",11,"feb",109,3,-1,0,"unknown",1
52,"management","married","tertiary",0,3163,0,0,"cellular",25,"aug",56,6,-1,0,"unknown",0
40,"services","single","secondary",0,888,1,0,"unknown",12,"may",169,2,-1,0,"unknown",0
48,"blue-collar","single","unknown",0,428,1,0,"cellular",18,"may",127,1,-1,0,"unknown",0
